t,31.3,x,10,velocity,0.03
t,31.4,x,9.9,velocity,-0.97
t,31.5,x,9.71,velocity,-1.96
t,31.6,x,9.41,velocity,-2.93
t,31.7,x,9.03,velocity,-3.87
t,31.8,x,8.55,velocity,-4.78
t,31.9,x,7.99,velocity,-5.63
t,32,x,7.34,velocity,-6.43
t,32.1,x,6.63,velocity,-7.17
t,32.2,x,5.84,velocity,-7.83
t,32.3,x,5,velocity,-8.41
t,32.4,x,4.11,velocity,-8.91
t,32.5,x,3.18,velocity,-9.32
t,32.6,x,2.21,velocity,-9.64
t,32.7,x,1.23,velocity,-9.86
t,32.8,x,0.23,velocity,-9.99
t,32.9,x,-0.77,velocity,-10.01
t,33,x,-1.76,velocity,-9.93
t,33.1,x,-2.74,velocity,-9.76
t,33.2,x,-3.69,velocity,-9.48
t,33.3,x,-4.6,velocity,-9.11
t,33.4,x,-5.46,velocity,-8.65
t,33.5,x,-6.27,velocity,-8.11
t,33.6,x,-7.02,velocity,-7.48
t,33.7,x,-7.7,velocity,-6.78
t,33.8,x,-8.3,velocity,-6.01
t,33.9,x,-8.82,velocity,-5.18
t,34,x,-9.25,velocity,-4.29
t,34.1,x,-9.59,velocity,-3.37
t,34.2,x,-9.83,velocity,-2.41
t,34.3,x,-9.97,velocity,-1.43
t,34.4,x,-10.01,velocity,-0.43
t,34.5,x,-9.96,velocity,0.57
t,34.6,x,-9.8,velocity,1.57
t,34.7,x,-9.54,velocity,2.54
t,34.8,x,-9.19,velocity,3.5
t,34.9,x,-8.75,velocity,4.42
t,35,x,-8.22,velocity,5.29
t,35.1,x,-7.61,velocity,6.12
t,35.2,x,-6.92,velocity,6.88
t,35.3,x,-6.17,velocity,7.57
t,35.4,x,-5.35,velocity,8.19
t,35.5,x,-4.48,velocity,8.72
t,35.6,x,-3.56,velocity,9.17
t,35.7,x,-2.61,velocity,9.52
t,35.8,x,-1.63,velocity,9.79
t,35.9,x,-0.63,velocity,9.95
t,36,x,0.37,velocity,10.01
t,36.1,x,1.37,velocity,9.97
t,36.2,x,2.35,velocity,9.84
t,36.3,x,3.31,velocity,9.6
t,36.4,x,4.24,velocity,9.27
t,36.5,x,5.12,velocity,8.85
t,36.6,x,5.96,velocity,8.34
t,36.7,x,6.73,velocity,7.74
t,36.8,x,7.44,velocity,7.07
t,36.9,x,8.07,velocity,6.32
t,37,x,8.62,velocity,5.52
t,37.1,x,9.09,velocity,4.66
t,37.2,x,9.46,velocity,3.75
t,37.3,x,9.74,velocity,2.8
t,37.4,x,9.92,velocity,1.83
t,37.5,x,10.01,velocity,0.83
t,37.6,x,9.99,velocity,-0.17
t,37.7,x,9.87,velocity,-1.17
t,37.8,x,9.66,velocity,-2.15
t,37.9,x,9.35,velocity,-3.12
t,38,x,8.94,velocity,-4.05
t,38.1,x,8.45,velocity,-4.95
t,38.2,x,7.87,velocity,-5.79
t,38.3,x,7.21,velocity,-6.58
t,38.4,x,6.48,velocity,-7.3
t,38.5,x,5.68,velocity,-7.95
t,38.6,x,4.83,velocity,-8.52
t,38.7,x,3.93,velocity,-9
t,38.8,x,2.99,velocity,-9.39
t,38.9,x,2.02,velocity,-9.69
t,39,x,1.04,velocity,-9.89
t,39.1,x,0.04,velocity,-10
t,39.2,x,-0.96,velocity,-10
t,39.3,x,-1.96,velocity,-9.91
t,39.4,x,-2.93,velocity,-9.71
t,39.5,x,-3.87,velocity,-9.42
t,39.6,x,-4.77,velocity,-9.03
t,39.7,x,-5.63,velocity,-8.55
t,39.8,x,-6.43,velocity,-7.99
t,39.9,x,-7.16,velocity,-7.35
